ts,open,high,low,close,volume,dt_utc
1743379200,1807.74,1823.5,1776.75,1798.32,,2025-03-31 00:00:00+00:00
1743393600,1798.32,1813.68,1789.1,1798.92,,2025-03-31 04:00:00+00:00
1743408000,1798.91,1819.74,1777.79,1813.43,,2025-03-31 08:00:00+00:00
1743422400,1813.43,1854.22,1794.94,1842.23,,2025-03-31 12:00:00+00:00
1743436800,1842.22,1847.34,1817.23,1827.71,,2025-03-31 16:00:00+00:00
1743451200,1827.71,1834.74,1816.4,1822.43,,2025-03-31 20:00:00+00:00
1743465600,1822.43,1843.0,1817.88,1835.0,,2025-04-01 00:00:00+00:00
1743480000,1835.0,1867.91,1831.95,1854.26,,2025-04-01 04:00:00+00:00
1743494400,1854.26,1892.55,1853.93,1862.36,,2025-04-01 08:00:00+00:00
1743508800,1862.37,1927.9,1842.42,1918.58,,2025-04-01 12:00:00+00:00
1743523200,1918.59,1924.17,1901.5,1910.09,,2025-04-01 16:00:00+00:00
1743537600,1910.1,1922.75,1897.13,1904.98,,2025-04-01 20:00:00+00:00
1743552000,1904.98,1908.41,1872.39,1876.39,,2025-04-02 00:00:00+00:00
1743566400,1876.4,1883.3,1852.0,1865.06,,2025-04-02 04:00:00+00:00
1743580800,1865.07,1888.05,1862.62,1868.72,,2025-04-02 08:00:00+00:00
1743595200,1868.73,1919.0,1854.27,1901.21,,2025-04-02 12:00:00+00:00
1743609600,1901.21,1916.1,1882.22,1911.45,,2025-04-02 16:00:00+00:00
1743624000,1911.45,1957.0,1781.53,1795.22,,2025-04-02 20:00:00+00:00
1743638400,1795.21,1834.88,1788.97,1824.46,,2025-04-03 00:00:00+00:00
1743652800,1824.47,1845.26,1807.13,1815.31,,2025-04-03 04:00:00+00:00
1743667200,1815.31,1824.18,1787.23,1795.13,,2025-04-03 08:00:00+00:00
1743681600,1795.13,1800.52,1750.0,1782.27,,2025-04-03 12:00:00+00:00
1743696000,1782.26,1799.15,1767.23,1787.12,,2025-04-03 16:00:00+00:00
1743710400,1787.11,1821.84,1779.78,1817.23,,2025-04-03 20:00:00+00:00
